date,stock_id,pre_close,ref_price,value,kind,open_base
2025-07-22,1303,29.80,29.10,0.700000,息,29.10
2025-07-22,1454,15.00,14.75,0.250000,息,14.75
2025-07-22,1532,26.60,24.86,1.733726,息,24.85
2025-07-22,2009,34.25,33.75,0.500000,息,33.75
2025-07-22,2206,64.00,60.97,3.027814,息,61.00
2025-07-22,2471,56.50,53.44,3.059248,息,53.40
2025-07-22,2884,34.20,32.67,1.527222,權息,32.65
2025-07-22,6206,135.00,129.00,6.000000,息,129.00
2025-07-22,8131,28.35,26.90,1.450000,息,26.90
2025-07-22,8411,13.20,13.15,0.050000,息,13.15
