date,stock_id,pre_close,ref_price,value,kind,open_base
2019-06-24,1707,220.00,213.50,6.500000,息,213.50
2019-06-24,1711,17.00,16.50,0.500000,息,16.50
2019-06-24,1906,13.55,13.05,0.500000,息,13.05
2019-06-24,2107,17.95,17.27,0.680000,息,17.25
2019-06-24,2330,248.50,240.50,8.000000,息,240.50
2019-06-24,2722,24.80,24.60,0.200000,息,24.60
2019-06-24,2727,84.50,80.10,4.393263,息,80.10
2019-06-24,3048,13.65,12.95,0.700000,息,12.95
2019-06-24,3416,55.20,52.60,2.600000,息,52.60
2019-06-24,4722,30.10,28.30,1.800000,息,28.30
2019-06-24,6024,47.80,44.40,3.400000,息,44.40
2019-06-24,6164,7.47,7.27,0.200000,息,7.27
2019-06-24,6641,66.20,62.40,3.800000,息,62.40
