date,stock_id,pre_close,ref_price,value,kind,open_base
2024-08-28,1108,16.25,15.25,1.000000,息,15.25
2024-08-28,1225,161.00,159.60,1.400000,息,159.50
2024-08-28,1453,21.30,20.67,0.620389,權,20.65
2024-08-28,1457,21.40,20.38,1.019048,權,20.40
2024-08-28,1603,41.60,40.30,1.300000,息,40.30
2024-08-28,1616,20.60,20.23,0.370000,息,20.25
2024-08-28,1735,18.60,18.10,0.500000,息,18.10
2024-08-28,2023,15.20,14.90,0.298040,權,14.90
2024-08-28,2420,67.40,64.40,3.000000,息,64.40
2024-08-28,3533,1510.00,1484.24,25.754503,息,1485.00
2024-08-28,3622,60.70,58.70,2.000000,息,58.70
2024-08-28,5525,41.20,38.86,2.332076,權,38.85
2024-08-28,6216,44.85,43.19,1.654117,息,43.20
2024-08-28,6426,59.50,59.00,0.500000,息,59.00
2024-08-28,6579,173.00,158.63,14.361465,權息,158.50
2024-08-28,9105,5.92,5.85,0.061859,息,5.85
