date,stock_id,pre_close,ref_price,value,kind,open_base
2021-09-14,1110,19.80,19.70,0.100000,息,19.70
2021-09-14,1527,46.70,44.35,2.350000,息,44.35
2021-09-14,1535,39.95,38.60,1.350000,息,38.60
2021-09-14,2009,55.00,54.20,0.800000,息,54.20
2021-09-14,2431,11.75,11.50,0.250000,息,11.50
2021-09-14,3055,27.75,27.55,0.199791,息,27.55
2021-09-14,3550,18.95,18.45,0.500000,息,18.45
2021-09-14,4106,30.10,29.55,0.550000,息,29.55
2021-09-14,4142,54.80,54.30,0.500000,息,54.30
2021-09-14,5007,59.40,57.40,2.000000,息,57.40
2021-09-14,8104,52.20,49.20,2.994759,息,49.20
2021-09-14,910861,8.44,8.40,0.035230,息,8.40
