date,stock_id,pre_close,ref_price,value,kind,open_base
2015-08-25,1229,19.60,17.50,2.100000,權息,17.50
2015-08-25,1533,34.65,34.15,0.500000,息,34.15
2015-08-25,1709,12.20,11.60,0.600000,息,11.60
2015-08-25,2012,12.40,11.90,0.500000,息,11.90
2015-08-25,2103,18.00,16.48,1.520000,息,16.50
2015-08-25,2812,9.69,8.87,0.817820,權息,8.87
2015-08-25,2834,8.08,7.53,0.549712,權,7.53
2015-08-25,3014,20.80,18.79,2.000570,息,18.80
2015-08-25,3029,15.35,14.35,0.990882,權息,14.35
2015-08-25,3056,15.00,12.60,2.391305,權息,12.60
2015-08-25,3312,7.38,6.47,0.906316,權,6.47
2015-08-25,3437,19.00,17.44,1.552933,息,17.45
2015-08-25,3661,35.95,35.29,0.655608,息,35.30
2015-08-25,5264,112.00,104.80,7.200000,息,105.00
2015-08-25,6183,23.30,22.20,1.100000,息,22.20
2015-08-25,6409,383.00,354.46,28.535321,權息,354.50
2015-08-25,6605,88.40,83.90,4.500000,息,83.90
2015-08-25,9105,2.68,2.61,0.063203,息,2.61
