date,stock_id,pre_close,ref_price,value,kind,open_base
2026-04-16,1451,18.65,17.65,1.000000,息,17.65
2026-04-16,1524,30.60,29.20,1.400000,息,29.20
2026-04-16,1604,25.35,23.85,1.500000,息,23.85
2026-04-16,2020,25.15,23.35,1.800000,息,23.35
2026-04-16,2032,17.00,16.50,0.500000,息,16.50
2026-04-16,2481,100.00,98.20,1.800000,息,98.20
2026-04-16,2707,191.50,180.75,10.749600,息,181.00
2026-04-16,3021,16.90,16.30,0.600000,息,16.30
2026-04-16,6128,20.90,20.40,0.500000,息,20.40
2026-04-16,6224,57.70,56.45,1.250000,息,56.50
2026-04-16,6625,81.60,76.60,5.000000,息,76.60
2026-04-16,6672,155.50,152.15,3.350000,息,152.00
2026-04-16,6756,74.60,73.70,0.899935,息,73.70
2026-04-16,6807,40.70,38.20,2.500000,息,38.20
