date,stock_id,pre_close,ref_price,value,kind,open_base,limit_up,limit_down
2015-08-06,1216,57.00,53.46,3.538462,權息,53.50,58.80,48.15
2015-08-06,1789,32.10,30.67,1.426924,權息,30.65,33.70,27.65
2015-08-06,2324,20.95,19.44,1.500033,息,19.45,21.35,17.50
2015-08-06,2392,45.60,43.60,2.000000,息,43.60,47.95,39.25
2015-08-06,2444,12.90,12.40,0.500000,息,12.40,13.60,11.20
2015-08-06,2481,10.10,9.90,0.197483,息,9.90,10.85,8.91
2015-08-06,2488,27.30,25.70,1.600000,息,25.70,28.25,23.15
2015-08-06,2617,16.40,15.75,0.650000,息,15.75,17.30,14.20
2015-08-06,2891,23.95,21.40,2.543895,權息,21.40,23.50,19.30
2015-08-06,2903,17.90,16.90,1.000000,息,16.90,18.55,15.25
2015-08-06,3058,9.21,8.71,0.500000,息,8.71,9.58,7.84
2015-08-06,3209,29.15,24.21,4.932609,權息,24.20,26.60,21.80
2015-08-06,3231,20.20,18.40,1.795780,權息,18.40,20.20,16.60
2015-08-06,3702,34.75,32.25,2.500000,息,32.25,35.45,29.05
2015-08-06,5007,73.60,64.63,8.963637,權息,64.60,71.00,58.20
2015-08-06,5288,60.50,57.00,3.500000,息,57.00,62.70,51.30
2015-08-06,6201,26.30,24.50,1.800000,息,24.50,26.95,22.05
2015-08-06,6285,74.00,69.90,4.098283,權息,69.90,76.80,63.00
