date,stock_id,pre_close,ref_price,value,kind,open_base,limit_up,limit_down
2015-07-28,1476,430.00,422.00,8.000000,息,422.00,464.00,380.00
2015-07-28,1708,35.70,32.57,3.128572,權息,32.55,35.80,29.35
2015-07-28,1730,29.80,28.10,1.700000,息,28.10,30.90,25.30
2015-07-28,1810,8.30,8.00,0.300000,息,8.00,8.80,7.20
2015-07-28,2108,25.00,24.14,0.853659,權息,24.15,26.55,21.75
2015-07-28,2355,39.00,36.80,2.200000,息,36.80,40.45,33.15
2015-07-28,2393,47.25,43.26,3.989338,息,43.25,47.55,38.95
2015-07-28,2712,24.70,23.70,1.000000,息,23.70,26.05,21.35
2015-07-28,3037,15.50,14.99,0.504971,息,15.00,16.45,13.50
2015-07-28,3501,40.50,37.90,2.600000,息,37.90,41.65,34.15
2015-07-28,4119,76.30,73.18,3.111371,息,73.20,80.40,65.90
2015-07-28,4306,11.20,10.94,0.251200,息,10.95,12.00,9.85
2015-07-28,4526,23.30,21.86,1.437255,權息,21.85,24.00,19.70
2015-07-28,5871,70.50,65.09,5.403846,權息,65.10,71.50,58.60
2015-07-28,6239,52.90,49.90,3.000000,息,49.90,54.80,44.95
2015-07-28,8215,17.10,15.80,1.300000,息,15.80,17.35,14.25
2015-07-28,9933,49.65,47.41,2.233446,息,47.40,52.10,42.70
