date,stock_id,pre_close,ref_price,value,kind,open_base
2025-02-18,00690,36.37,35.67,0.700000,息,35.67
2025-02-18,00891,18.83,18.42,0.410000,息,18.42
2025-02-18,00894,21.23,20.68,0.550000,息,20.68
2025-02-18,00913,21.16,20.66,0.500000,息,20.66
2025-02-18,00923,22.55,21.78,0.770000,息,21.78
2025-02-18,00932,15.83,15.73,0.100000,息,15.73
2025-02-18,00934,18.67,18.64,0.026000,息,18.64
2025-02-18,00944,14.87,14.81,0.058000,息,14.81
2025-02-18,00945B,15.59,15.49,0.100000,息,15.49
2025-02-18,8033,66.70,65.59,1.107255,權,66.70
