date,stock_id,pre_close,ref_price,value,kind,open_base
2018-07-18,1219,18.60,18.30,0.300000,息,18.30
2018-07-18,1220,12.25,11.85,0.400000,息,11.85
2018-07-18,1319,44.45,42.40,2.050000,息,42.40
2018-07-18,1434,33.65,31.75,1.900000,息,31.75
2018-07-18,1727,14.50,13.90,0.600000,息,13.90
2018-07-18,1736,30.20,29.90,0.300000,息,29.90
2018-07-18,1808,58.00,54.46,3.537810,息,54.50
2018-07-18,1809,13.75,13.55,0.200000,息,13.55
2018-07-18,2029,26.00,24.25,1.750000,息,24.25
2018-07-18,2031,39.10,37.12,1.976670,息,37.10
2018-07-18,2103,30.80,29.84,0.960000,息,29.85
2018-07-18,2201,21.25,20.67,0.580000,息,20.65
2018-07-18,2231,402.50,349.72,52.777688,權息,349.50
2018-07-18,2243,28.65,28.15,0.500000,息,28.15
2018-07-18,2448,37.85,37.05,0.800000,息,37.05
2018-07-18,2449,28.00,26.20,1.797838,息,26.20
2018-07-18,2520,21.45,20.95,0.500000,息,20.95
2018-07-18,2546,25.40,23.24,2.160000,息,23.25
2018-07-18,2903,18.65,17.65,1.000000,息,17.65
2018-07-18,3032,33.25,31.25,2.000000,息,31.25
2018-07-18,3055,28.20,27.40,0.800000,息,27.40
2018-07-18,3679,76.20,70.08,6.110414,息,70.10
2018-07-18,4560,58.80,56.32,2.475531,息,56.30
2018-07-18,5469,28.35,27.55,0.800000,息,27.55
2018-07-18,6525,89.70,78.81,10.881818,權息,78.80
