date,stock_id,pre_close,ref_price,value,kind,open_base,limit_up,limit_down,ex_div_ref
2023-08-16,00701,26.28,26.08,0.200000,息,26.08,28.68,23.48,26.08
2023-08-16,00771,16.56,16.37,0.190000,息,16.37,9999.95,0.01,16.37
2023-08-16,00850,34.00,33.32,0.680000,息,33.32,36.65,29.99,33.32
2023-08-16,00878,21.43,21.08,0.350000,息,21.08,23.18,18.98,21.08
2023-08-16,00881,17.25,16.79,0.460000,息,16.79,18.46,15.12,16.79
2023-08-16,00891,13.18,12.96,0.220000,息,12.96,14.25,11.67,12.96
2023-08-16,00894,13.82,13.56,0.260000,息,13.56,14.91,12.21,13.56
2023-08-16,00900,13.16,12.55,0.610000,息,12.55,13.80,11.30,12.55
2023-08-16,00907,14.53,14.22,0.308000,息,14.22,15.64,12.80,14.22
2023-08-16,00923,16.06,15.49,0.561000,息,15.49,17.03,13.95,15.49
2023-08-16,2301,143.50,141.50,2.000000,息,141.50,155.50,127.50,141.50
2023-08-16,3617,252.00,235.23,16.761903,權息,235.00,258.50,212.00,235.23
2023-08-16,6202,66.20,62.20,4.000000,息,62.20,68.40,56.00,62.20
