date,stock_id,pre_close,ref_price,value,kind,open_base,limit_up,limit_down,ex_div_ref
2026-03-26,1477,268.00,259.00,9.000000,息,259.00,284.50,233.50,259.00
2026-03-26,1611,13.30,12.50,0.800000,息,12.50,13.75,11.25,12.50
2026-03-26,2015,68.10,64.80,3.300000,息,64.80,71.20,58.40,64.80
2026-03-26,2101,35.20,34.50,0.700000,息,34.50,37.95,31.05,34.50
2026-03-26,2108,25.35,24.35,1.000000,息,24.35,26.75,21.95,24.35
2026-03-26,2109,15.15,14.65,0.500000,息,14.65,16.10,13.20,14.65
2026-03-26,2458,135.00,130.57,4.424533,息,130.50,143.50,118.00,130.57
2026-03-26,2528,26.95,25.45,1.500000,息,25.45,27.95,22.95,25.45
2026-03-26,3596,177.50,168.50,9.000000,息,168.50,185.00,152.00,168.50
2026-03-26,4930,20.00,19.40,0.600000,息,19.40,21.30,17.50,19.40
2026-03-26,6415,293.50,290.94,2.552610,息,291.00,320.00,262.00,290.94
2026-03-26,6534,93.40,89.10,4.300000,息,89.10,98.00,80.20,89.10
2026-03-26,7732,36.70,35.20,1.500000,息,35.20,38.70,31.70,35.20
2026-03-26,7736,82.90,79.10,3.800000,息,79.10,87.00,71.20,79.10
2026-03-26,8367,46.00,43.15,2.850000,息,43.15,47.45,38.85,43.15
