date,stock_id,pre_close,ref_price,value,kind,open_base
2023-06-20,00710B,18.06,17.80,0.260000,息,17.80
2023-06-20,00711B,16.16,15.97,0.190000,息,15.97
2023-06-20,00712,9.94,9.67,0.270000,息,9.67
2023-06-20,1707,177.00,170.10,6.900000,息,170.00
2023-06-20,1752,64.10,61.80,2.300000,息,61.80
2023-06-20,1776,18.25,17.65,0.600000,息,17.65
2023-06-20,2337,34.90,33.10,1.800000,息,33.10
2023-06-20,2362,34.60,33.10,1.500000,息,33.10
2023-06-20,2423,38.90,36.90,2.000000,息,36.90
2023-06-20,2436,55.00,53.80,1.200000,息,53.80
2023-06-20,2450,36.90,34.70,2.200000,息,34.70
2023-06-20,2454,785.00,708.99,76.006606,息,709.00
2023-06-20,2461,24.15,22.67,1.478549,息,22.65
2023-06-20,2504,28.80,26.80,2.000000,息,26.80
2023-06-20,2707,306.00,296.99,9.007300,息,297.00
2023-06-20,2855,17.75,17.36,0.390000,息,17.35
2023-06-20,3014,121.00,115.00,6.000000,息,115.00
2023-06-20,3515,224.00,215.99,8.000550,息,216.00
2023-06-20,3705,45.90,43.60,2.300000,息,43.60
2023-06-20,6024,44.90,41.88,3.020000,息,41.90
2023-06-20,6184,53.10,50.10,3.000000,息,50.10
2023-06-20,6525,79.40,73.90,5.500000,息,73.90
2023-06-20,6531,332.50,325.50,6.996605,息,325.50
2023-06-20,9917,118.50,113.50,5.000000,息,113.50
2023-06-20,9931,41.65,41.35,0.300000,息,41.35
2023-06-20,9944,23.05,22.00,1.050000,息,22.00
