date,stock_id,pre_close,ref_price,value,kind,open_base,limit_up,limit_down,ex_div_ref
2021-08-31,1315,65.50,63.50,2.000000,息,63.50,69.80,57.20,63.50
2021-08-31,1339,37.90,35.90,2.000000,息,35.90,39.45,32.35,35.90
2021-08-31,1409,20.80,19.70,1.100000,息,19.70,21.65,17.75,19.70
2021-08-31,1525,65.30,63.10,2.200000,息,63.10,69.40,56.80,63.10
2021-08-31,1734,38.00,37.80,0.200000,息,37.80,41.55,34.05,37.80
2021-08-31,2002,37.50,37.20,0.300000,息,37.20,40.90,33.50,37.20
2021-08-31,2002A,51.90,50.50,1.400000,息,50.50,55.50,45.45,50.50
2021-08-31,2363,27.80,25.00,2.800000,權息,25.00,27.50,22.50,25.00
2021-08-31,2474,179.00,167.00,12.000000,息,167.00,183.50,150.50,167.00
2021-08-31,2597,149.00,108.75,40.240876,權,109.00,119.50,97.90,108.75
2021-08-31,2801,17.00,16.47,0.524753,權息,16.45,18.10,14.85,16.47
2021-08-31,2812,12.20,11.44,0.755024,權息,11.45,12.55,10.30,11.44
2021-08-31,2884,27.85,25.67,2.178817,權息,25.65,28.20,23.15,25.67
2021-08-31,3002,11.75,11.64,0.102000,息,11.65,12.80,10.50,11.64
2021-08-31,3653,315.00,308.99,6.000834,息,309.00,339.50,278.50,308.99
2021-08-31,4581,37.60,35.60,2.000000,息,35.60,39.15,32.05,35.60
2021-08-31,8103,42.90,41.50,1.400000,息,41.50,45.65,37.35,41.50
2021-08-31,9958,112.00,109.01,2.983279,息,109.00,119.50,98.20,109.01
