date,stock_id,pre_close,ref_price,value,kind,open_base,limit_up,limit_down,ex_div_ref
2024-07-09,1614,45.20,44.12,1.073005,息,44.10,48.50,39.75,44.12
2024-07-09,2028,25.90,25.60,0.300000,息,25.60,28.15,23.05,25.60
2024-07-09,2387,59.70,56.70,3.000000,息,56.70,62.30,51.10,56.70
2024-07-09,2397,91.00,88.00,3.000000,息,88.00,96.80,79.20,88.00
2024-07-09,2493,97.10,92.10,5.000000,息,92.10,101.00,82.90,92.10
2024-07-09,2607,31.60,30.50,1.100000,息,30.50,33.55,27.45,30.50
2024-07-09,2609,67.50,65.50,2.000000,息,65.50,72.00,59.00,65.50
2024-07-09,2612,45.60,44.60,1.000000,息,44.60,49.05,40.15,44.60
2024-07-09,2836A,21.60,20.82,0.775000,息,20.80,22.90,18.75,20.82
2024-07-09,3021,26.50,26.20,0.300000,息,26.20,28.80,23.60,26.20
2024-07-09,3130,243.00,229.39,13.605149,息,229.50,252.00,206.50,229.39
2024-07-09,4755,153.00,149.50,3.500000,息,149.50,164.00,135.00,149.50
2024-07-09,5215,54.90,53.40,1.500000,息,53.40,58.70,48.10,53.40
2024-07-09,5285,69.30,67.30,2.000000,息,67.30,74.00,60.60,67.30
2024-07-09,5469,54.60,52.99,1.609135,息,53.00,58.20,47.70,52.99
2024-07-09,6191,72.10,68.80,3.300000,息,68.80,75.60,62.00,68.80
2024-07-09,6215,64.60,63.60,1.000000,息,63.60,69.90,57.30,63.60
2024-07-09,6505,65.70,63.70,2.000000,息,63.70,70.00,57.40,63.70
2024-07-09,6526,738.00,733.04,4.955707,息,733.00,806.00,660.00,733.04
2024-07-09,8464,405.00,393.00,12.000000,息,393.00,432.00,354.00,393.00
2024-07-09,8476,64.40,60.98,3.419608,權息,61.00,67.00,54.90,60.98
