date,stock_id,pre_close,ref_price,value,kind,open_base
2021-07-29,1460,12.15,11.22,0.928534,權,12.15
2021-07-29,1470,16.20,15.78,0.420000,息,15.80
2021-07-29,1540,16.60,16.10,0.500000,息,16.10
2021-07-29,1720,39.80,38.00,1.800000,息,38.00
2021-07-29,2332,19.35,19.05,0.300000,息,19.05
2021-07-29,2402,19.35,18.85,0.500000,息,18.85
2021-07-29,2478,71.20,68.20,3.000000,息,68.20
2021-07-29,2606,62.30,61.10,1.200000,息,61.10
2021-07-29,2888,9.67,9.19,0.474866,權息,9.26
2021-07-29,2888A,42.35,40.58,1.765755,權息,40.65
2021-07-29,2888B,40.80,40.14,0.655755,權息,40.20
2021-07-29,3094,35.30,34.50,0.800000,息,34.50
2021-07-29,3406,528.00,518.00,9.990700,息,518.00
2021-07-29,3532,189.50,187.35,2.150000,息,187.50
2021-07-29,4104,58.80,55.30,3.500000,息,55.30
2021-07-29,4137,211.50,203.00,8.500000,息,203.00
2021-07-29,4566,48.10,46.91,1.187485,息,46.90
2021-07-29,4722,38.65,36.65,2.000000,息,36.65
2021-07-29,6112,42.25,39.75,2.500000,息,39.75
2021-07-29,6558,39.05,38.75,0.300000,息,38.75
2021-07-29,9931,39.20,37.90,1.300000,息,37.90
