date,stock_id,pre_close,ref_price,value,kind,open_base
2019-07-09,1464,26.40,24.90,1.500000,息,24.90
2019-07-09,1507,67.50,65.70,1.800000,息,65.70
2019-07-09,1612,10.20,9.88,0.320000,息,9.88
2019-07-09,1615,17.95,16.60,1.350000,息,16.60
2019-07-09,2312,10.60,10.30,0.300000,息,10.30
2019-07-09,2314,25.60,25.40,0.200000,息,25.40
2019-07-09,2395,264.00,257.20,6.795671,息,257.00
2019-07-09,2404,157.50,147.50,10.000000,息,147.50
2019-07-09,2467,33.65,31.15,2.500000,息,31.15
2019-07-09,2634,34.40,33.06,1.340000,息,33.05
2019-07-09,2809,34.35,32.85,1.500000,息,32.85
2019-07-09,2887E,55.50,53.12,2.375000,息,53.10
2019-07-09,2887F,51.70,51.53,0.166575,息,51.50
2019-07-09,3031,12.35,11.83,0.520000,息,11.85
2019-07-09,3044,112.00,106.10,5.900000,息,106.00
2019-07-09,3045,122.00,116.45,5.548970,息,116.50
2019-07-09,3708,84.80,79.80,5.000000,息,79.80
2019-07-09,4144,29.35,28.82,0.525000,息,28.80
2019-07-09,4164,45.00,43.20,1.793888,息,43.20
2019-07-09,4560,55.60,52.12,3.470516,息,52.10
2019-07-09,5215,43.80,41.30,2.500000,息,41.30
2019-07-09,6197,31.70,29.70,2.000000,息,29.70
2019-07-09,6525,76.50,65.90,10.590909,權息,65.90
2019-07-09,6591,43.05,41.55,1.497589,息,41.55
2019-07-09,8046,40.40,39.70,0.700000,息,39.70
2019-07-09,8163,46.50,43.00,3.500000,息,43.00
2019-07-09,8926,27.55,26.05,1.500000,息,26.05
