date,stock_id,pre_close,ref_price,value,kind,open_base,limit_up,limit_down
2021-08-19,00775B,43.13,42.81,0.320000,息,42.81,9999.95,0.01
2021-08-19,1521,43.10,41.80,1.300000,息,41.80,45.95,37.65
2021-08-19,1522,20.15,19.55,0.600000,息,19.55,21.50,17.60
2021-08-19,1723,108.00,105.20,2.800000,息,105.00,115.50,94.70
2021-08-19,1783,65.20,64.46,0.730742,息,64.50,70.90,58.10
2021-08-19,2233,114.50,110.75,3.744339,息,111.00,121.50,99.70
2021-08-19,2388,49.05,48.25,0.800000,息,48.25,53.00,43.45
2021-08-19,2393,55.50,53.25,2.250000,息,53.30,58.50,47.95
2021-08-19,2449,45.00,43.00,2.000000,息,43.00,47.30,38.70
2021-08-19,2468,13.10,12.70,0.400000,息,12.70,13.95,11.45
2021-08-19,2816,20.50,19.70,0.800000,息,19.70,21.65,17.75
2021-08-19,3049,12.15,11.76,0.390000,息,11.75,12.90,10.60
2021-08-19,3189,172.50,171.49,1.000007,息,171.50,188.50,154.50
2021-08-19,5288,147.50,143.50,4.000000,息,143.50,157.50,129.50
2021-08-19,6155,24.90,24.15,0.750000,息,24.15,26.55,21.75
2021-08-19,6442,34.20,33.20,1.000000,息,33.20,36.50,29.90
2021-08-19,8473,38.85,37.85,1.000000,息,37.85,41.60,34.10
2021-08-19,9925,39.40,37.40,2.000000,息,37.40,41.10,33.70
2021-08-19,9934,16.40,15.90,0.500000,息,15.90,17.45,14.35
