date,stock_id,pre_close,ref_price,value,kind,open_base,limit_up,limit_down,ex_div_ref
2015-07-16,1236,24.60,23.30,1.300000,息,23.30,25.60,21.00,23.30
2015-07-16,1439,13.85,13.35,0.500000,息,13.35,14.65,12.05,13.35
2015-07-16,1463,16.90,16.36,0.531420,息,16.35,17.95,14.75,16.36
2015-07-16,1713,16.90,16.35,0.550000,息,16.35,17.95,14.75,16.35
2015-07-16,1905,9.17,9.07,0.100000,息,9.07,9.97,8.17,9.07
2015-07-16,2207,417.50,407.00,10.500000,息,407.00,447.50,366.50,407.00
2015-07-16,2352,11.05,10.45,0.600000,息,10.45,11.45,9.41,10.45
2015-07-16,2356,20.50,18.75,1.750000,息,18.75,20.60,16.90,18.75
2015-07-16,2367,12.85,12.14,0.702930,息,12.15,13.35,10.95,12.14
2015-07-16,2412,98.20,93.34,4.856400,息,93.30,102.50,84.10,93.34
2015-07-16,2415,13.50,12.50,1.000000,息,12.50,13.75,11.25,12.50
2015-07-16,2427,7.00,6.75,0.250000,息,6.75,7.42,6.08,6.75
2015-07-16,2485,37.20,35.70,1.500000,息,35.70,39.25,32.15,35.70
2015-07-16,2527,20.05,18.55,1.500000,息,18.55,20.40,16.70,18.55
2015-07-16,2885,15.90,15.28,0.617839,息,15.30,16.80,13.80,15.28
2015-07-16,4104,49.45,46.95,2.500000,息,46.95,51.60,42.30,46.95
2015-07-16,4906,17.85,17.35,0.500000,息,17.35,19.05,15.65,17.35
2015-07-16,4934,17.30,16.86,0.436817,息,16.85,18.50,15.20,16.86
2015-07-16,5522,34.60,30.80,3.800000,息,30.80,33.85,27.75,30.80
2015-07-16,5538,29.00,26.80,2.200000,息,26.80,29.45,24.15,26.80
2015-07-16,6120,13.10,12.30,0.800000,息,12.30,13.50,11.10,12.30
2015-07-16,6213,20.05,18.83,1.219171,息,18.85,20.70,16.95,18.83
2015-07-16,6215,17.05,16.05,1.000000,息,16.05,17.65,14.45,16.05
2015-07-16,6405,26.50,24.50,2.000000,息,24.50,26.95,22.05,24.50
2015-07-16,6449,31.85,30.25,1.600000,息,30.25,33.25,27.25,30.25
2015-07-16,8046,34.70,33.40,1.300000,息,33.40,36.70,30.10,33.40
2015-07-16,8443,27.00,25.27,1.730000,息,25.25,27.75,22.75,25.27
2015-07-16,8926,26.00,24.40,1.600000,息,24.40,26.80,22.00,24.40
2015-07-16,9924,37.95,35.95,2.000000,息,35.95,39.50,32.40,35.95
