date,stock_id,pre_close,ref_price,value,kind,open_base,limit_up,limit_down,ex_div_ref
2021-09-07,1201,21.00,20.47,0.530000,息,20.45,22.50,18.45,20.47
2021-09-07,1513,47.85,45.65,2.200000,息,45.65,50.20,41.10,45.65
2021-09-07,2027,49.20,48.11,1.080427,權,49.20,54.10,43.30,49.20
2021-09-07,2374,15.45,14.95,0.490688,息,14.95,16.40,13.50,14.95
2021-09-07,2615,211.00,190.90,20.090908,權息,191.00,209.50,172.00,190.90
2021-09-07,2887,19.35,17.97,1.371892,權息,17.95,19.75,16.20,17.97
2021-09-07,2912,279.50,270.50,9.000000,息,270.50,297.50,243.50,270.50
2021-09-07,3048,37.20,32.09,5.109091,權息,32.10,35.25,28.90,32.09
2021-09-07,5521,10.00,8.97,1.027273,權息,8.97,9.86,8.08,8.97
2021-09-07,6541,46.65,46.12,0.527773,權,46.65,51.30,41.55,46.65
