date,stock_id,pre_close,ref_price,value,kind,open_base
2023-07-04,1218,28.10,27.53,0.569856,息,27.55
2023-07-04,1410,37.85,37.05,0.800000,息,37.05
2023-07-04,1710,22.25,22.05,0.200000,息,22.05
2023-07-04,1773,130.00,126.40,3.600000,息,126.50
2023-07-04,1909,17.25,17.00,0.250000,息,17.00
2023-07-04,2317,115.00,109.70,5.300000,息,109.50
2023-07-04,2354,56.00,54.40,1.600000,息,54.40
2023-07-04,2357,312.50,297.50,15.000000,息,297.50
2023-07-04,2395,430.00,381.87,48.128002,權息,382.00
2023-07-04,2417,21.85,21.64,0.200215,息,21.65
2023-07-04,2538,12.90,12.40,0.500000,息,12.40
2023-07-04,2609,69.30,49.30,20.000000,息,49.30
2023-07-04,2838A,52.70,50.30,2.400000,息,50.30
2023-07-04,3006,81.50,79.70,1.800000,息,79.70
2023-07-04,3042,96.20,89.20,7.000000,息,89.20
2023-07-04,4915,65.90,61.99,3.900556,息,62.00
2023-07-04,4938,76.00,71.99,4.003416,息,72.00
2023-07-04,5285,76.70,73.20,3.500000,息,73.20
2023-07-04,6215,30.60,28.80,1.800000,息,28.80
2023-07-04,6271,185.00,177.22,7.770079,息,177.00
2023-07-04,6719,298.00,288.03,9.961125,息,288.00
2023-07-04,8081,198.00,184.00,14.000000,息,184.00
2023-07-04,8261,106.50,101.52,4.976673,息,101.50
2023-07-04,9939,106.00,101.20,4.800000,息,101.00
