date,stock_id,pre_close,ref_price,value,kind,open_base
2025-07-01,00939,13.74,13.67,0.068000,息,13.67
2025-07-01,1326,22.90,22.40,0.500000,息,22.40
2025-07-01,1725,30.25,29.00,1.250000,息,29.00
2025-07-01,2030,15.00,14.28,0.711566,息,14.30
2025-07-01,2103,17.95,17.32,0.630000,息,17.30
2025-07-01,2312,20.25,19.65,0.599917,息,19.65
2025-07-01,2881,87.30,83.05,4.250000,息,83.10
2025-07-01,2881A,64.50,61.75,2.748750,息,61.80
2025-07-01,2881B,62.60,60.44,2.160000,息,60.40
2025-07-01,2881C,53.00,51.20,1.800000,息,51.20
2025-07-01,2885,34.15,32.60,1.550000,息,32.60
2025-07-01,4119,64.70,63.20,1.500000,息,63.20
2025-07-01,4961,218.50,205.63,12.870000,息,205.50
2025-07-01,5285,48.05,46.05,2.000000,息,46.05
2025-07-01,5434,274.50,262.51,11.985567,息,262.50
2025-07-01,5876,46.40,44.60,1.800000,息,44.60
2025-07-01,6754,63.00,59.00,4.000000,息,59.00
2025-07-01,8926,44.65,42.55,2.100000,息,42.55
