date,stock_id,pre_close,ref_price,value,kind,open_base
2026-07-22,1608,31.80,29.80,2.000000,息,29.80
2026-07-22,2206,63.90,60.84,3.058256,息,60.80
2026-07-22,2471,52.00,48.68,3.311836,息,48.70
2026-07-22,2548,102.00,97.14,4.857142,權,97.10
2026-07-22,2906,14.10,13.50,0.600000,息,13.50
2026-07-22,3138,101.50,99.95,1.546282,息,100.00
2026-07-22,3266,13.95,13.45,0.500000,息,13.45
2026-07-22,3617,211.50,201.56,9.937105,息,201.50
2026-07-22,3653,3520.00,3498.27,21.720712,息,3500.00
2026-07-22,4977,134.00,131.81,2.181974,息,132.00
2026-07-22,6206,120.50,115.00,5.500000,息,115.00
2026-07-22,6782,194.50,186.10,8.400000,息,186.00
2026-07-22,8411,12.70,12.60,0.100000,息,12.60
