date,stock_id,pre_close,ref_price,value,kind,open_base
2020-07-29,1446,27.60,27.30,0.300000,息,27.30
2020-07-29,3380,23.95,23.50,0.440539,息,23.50
2020-07-29,5284,39.20,37.30,1.900000,息,37.30
2020-07-29,6416,144.00,141.17,2.823716,息,141.00
2020-07-29,6449,36.70,35.70,1.000000,息,35.70
2020-07-29,8427,43.90,43.53,0.370000,息,43.55
2020-07-29,8473,49.40,47.40,2.000000,息,47.40
2020-07-29,8996,66.40,64.40,2.000000,息,64.40
2020-07-29,9904,26.50,25.25,1.250000,息,25.25
2020-07-29,9937,47.25,45.25,2.000000,息,45.25
