date,stock_id,pre_close,ref_price,value,kind,open_base
2025-09-02,00939,13.73,13.66,0.068000,息,13.66
2025-09-02,00946,10.18,10.12,0.058000,息,10.12
2025-09-02,00953B,9.57,9.50,0.061000,息,9.50
2025-09-02,1722,53.20,51.20,2.000000,息,51.20
2025-09-02,1734,32.55,31.00,1.550000,權,31.00
2025-09-02,2543,85.20,72.56,12.635897,權息,72.60
2025-09-02,2845,13.60,12.60,0.990314,權息,12.80
2025-09-02,2867,6.11,6.08,0.029156,權,6.11
2025-09-02,3047,21.80,21.50,0.299387,息,21.50
2025-09-02,3661,3915.00,3878.52,36.478962,息,3880.00
2025-09-02,5243,77.10,75.60,1.500000,息,75.60
2025-09-02,9941,104.00,94.87,9.123809,權息,94.90
2025-09-02,9941A,52.00,49.66,2.339375,息,49.65
