date,stock_id,pre_close,ref_price,value,kind,open_base
2020-07-20,00702,16.49,16.28,0.210000,息,16.28
2020-07-20,1436,39.90,37.40,2.500000,息,37.40
2020-07-20,1463,12.25,11.65,0.600000,息,11.65
2020-07-20,1589,82.90,82.40,0.500000,息,82.40
2020-07-20,1615,24.15,21.04,3.104546,權息,21.05
2020-07-20,3021,13.90,13.49,0.407799,息,13.50
2020-07-20,3545,35.45,34.94,0.502910,息,34.95
2020-07-20,4190,81.00,77.00,4.000000,息,77.00
2020-07-20,4915,46.30,43.89,2.400320,息,43.90
2020-07-20,6674,32.30,30.90,1.400000,息,30.90
2020-07-20,9919,37.50,37.30,0.200000,息,37.30
2020-07-20,9930,46.50,44.50,2.000000,息,44.50
