date,stock_id,pre_close,ref_price,value,kind,open_base
2021-08-30,1514,26.30,24.38,1.919048,權息,24.40
2021-08-30,1603,27.25,26.75,0.500000,息,26.75
2021-08-30,1714,11.35,10.65,0.700000,息,10.65
2021-08-30,1722,57.80,55.50,2.300000,息,55.50
2021-08-30,2013,73.40,70.60,2.800000,息,70.60
2021-08-30,2105,38.15,36.95,1.200000,息,36.95
2021-08-30,2211,53.50,51.40,2.091574,息,51.40
2021-08-30,2316,29.30,27.80,1.500000,息,27.80
2021-08-30,2328,39.70,39.05,0.650000,息,39.05
2021-08-30,2484,35.65,34.65,1.000000,息,34.65
2021-08-30,2492,189.00,182.98,6.012384,息,183.00
2021-08-30,2712,38.10,37.40,0.700000,息,37.40
2021-08-30,5519,22.50,20.70,1.800000,息,20.70
2021-08-30,6230,175.50,174.14,1.360000,息,174.00
