date,stock_id,pre_close,ref_price,value,kind,open_base,limit_up,limit_down
2015-08-04,1477,269.00,252.47,16.527410,權息,252.50,277.50,227.50
2015-08-04,1701,19.60,19.00,0.600000,息,19.00,20.90,17.10
2015-08-04,1725,13.10,12.47,0.625000,息,12.45,13.70,11.25
2015-08-04,2030,10.40,9.42,0.976054,權息,9.42,10.35,8.48
2015-08-04,2430,22.35,21.95,0.400000,息,21.95,24.10,19.80
2015-08-04,2489,17.15,15.55,1.600000,息,15.55,17.10,14.00
2015-08-04,2536,22.35,20.35,2.000000,息,20.35,22.35,18.35
2015-08-04,2912,229.50,222.50,7.000000,息,222.50,244.50,200.50
2015-08-04,3315,18.30,16.50,1.800000,息,16.50,18.15,14.85
2015-08-04,4938,88.90,84.86,4.037417,息,84.90,93.30,76.40
2015-08-04,8222,17.20,16.70,0.500000,息,16.70,18.35,15.05
2015-08-04,910801,4.14,4.08,0.052208,息,4.08,4.48,3.68
