date,stock_id,pre_close,ref_price,value,kind,open_base,limit_up,limit_down
2022-07-25,1513,54.80,52.00,2.800000,息,52.00,57.20,46.80
2022-07-25,1701,22.00,21.10,0.900000,息,21.10,23.20,19.00
2022-07-25,1725,23.50,22.27,1.230000,息,22.25,24.45,20.05
2022-07-25,2105,35.60,34.40,1.200000,息,34.40,37.80,31.00
2022-07-25,2360,161.00,154.01,6.980892,息,154.00,169.00,139.00
2022-07-25,2414,34.10,31.30,2.800000,息,31.30,34.40,28.20
2022-07-25,2605,25.50,24.50,1.000000,息,24.50,26.95,22.05
2022-07-25,2852,15.80,14.59,1.210000,息,14.60,16.00,13.15
2022-07-25,3033,28.85,25.84,3.007259,息,25.85,28.40,23.30
2022-07-25,4564,29.05,27.75,1.300000,息,27.75,30.50,25.00
2022-07-25,4912,113.50,112.49,1.005273,息,112.50,123.50,101.50
