date,stock_id,pre_close,ref_price,value,kind,open_base
2017-07-27,006208,48.60,47.60,1.000000,息,47.60
2017-07-27,00692,21.24,21.21,0.021000,息,21.21
2017-07-27,1304,15.65,14.85,0.797059,權息,14.85
2017-07-27,1305,32.35,29.75,2.592719,權息,29.75
2017-07-27,1308,19.10,17.96,1.138835,權息,17.95
2017-07-27,1416,27.50,24.50,3.000000,息,24.50
2017-07-27,1515,28.35,27.85,0.500000,息,27.85
2017-07-27,1522,33.60,31.60,2.000000,息,31.60
2017-07-27,1537,162.00,153.00,9.000000,息,153.00
2017-07-27,1725,14.80,14.00,0.800000,息,14.00
2017-07-27,1730,41.60,39.42,2.176309,息,39.40
2017-07-27,2324,20.65,19.44,1.200076,息,19.45
2017-07-27,2393,49.15,46.15,2.997791,息,46.15
2017-07-27,2456,80.10,76.10,4.000000,息,76.10
2017-07-27,2495,16.00,15.10,0.900000,息,15.10
2017-07-27,2707,164.00,155.83,8.167118,息,156.00
2017-07-27,2852,14.25,13.60,0.650000,息,13.60
2017-07-27,2888,8.23,8.02,0.203988,息,8.02
2017-07-27,3005,42.25,39.25,2.997613,息,39.25
2017-07-27,3501,53.60,49.60,4.000000,息,49.60
2017-07-27,3533,178.00,174.00,4.000000,息,174.00
2017-07-27,4720,14.40,13.80,0.600000,息,13.80
2017-07-27,5522,41.60,37.80,3.800000,息,37.80
2017-07-27,5871,89.80,86.40,3.400000,息,86.40
2017-07-27,8222,23.20,22.40,0.800000,息,22.40
2017-07-27,9937,40.50,38.50,2.000000,息,38.50
