date,stock_id,pre_close,ref_price,value,kind,open_base,limit_up,limit_down,ex_div_ref
2020-07-02,1301,87.60,83.20,4.400000,息,83.20,91.50,74.90,83.20
2020-07-02,1909,14.35,14.05,0.300000,息,14.05,15.45,12.65,14.05
2020-07-02,2024,14.45,14.10,0.350000,息,14.10,15.50,12.70,14.10
2020-07-02,2308,169.50,164.50,5.000000,息,164.50,180.50,148.50,164.50
2020-07-02,2344,13.55,13.45,0.100000,息,13.45,14.75,12.15,13.45
2020-07-02,2353,17.90,17.12,0.776841,息,17.10,18.80,15.45,17.12
2020-07-02,2408,61.00,59.50,1.497289,息,59.50,65.40,53.60,59.50
2020-07-02,2412,116.50,112.27,4.226000,息,112.50,123.00,101.50,112.27
2020-07-02,2415,17.70,17.20,0.500000,息,17.20,18.90,15.50,17.20
2020-07-02,2451,73.50,69.00,4.500000,息,69.00,75.90,62.10,69.00
2020-07-02,2464,39.00,36.50,2.500000,息,36.50,40.15,32.85,36.50
2020-07-02,2887E,56.50,54.12,2.375000,息,54.10,59.50,48.75,54.12
2020-07-02,2887F,54.00,52.10,1.900000,息,52.10,57.30,46.90,52.10
2020-07-02,3010,56.90,53.60,3.300000,息,53.60,58.90,48.25,53.60
2020-07-02,3035,47.75,46.65,1.100000,息,46.65,51.30,42.00,46.65
2020-07-02,3305,21.05,20.04,1.005005,息,20.05,22.00,18.05,20.04
2020-07-02,4148,41.90,40.90,1.000000,息,40.90,44.95,36.85,40.90
2020-07-02,4545,30.80,30.45,0.350000,息,30.45,33.45,27.45,30.45
2020-07-02,4916,28.25,26.25,2.000000,息,26.25,28.85,23.65,26.25
2020-07-02,5007,45.10,43.10,2.000000,息,43.10,47.40,38.80,43.10
2020-07-02,6184,44.70,41.70,3.000000,息,41.70,45.85,37.55,41.70
2020-07-02,6698,50.20,48.60,1.600000,息,48.60,53.40,43.75,48.60
2020-07-02,8422,169.00,159.00,10.000000,息,159.00,174.50,143.50,159.00
2020-07-02,9934,13.45,12.85,0.600000,息,12.85,14.10,11.60,12.85
