date,stock_id,pre_close,ref_price,value,kind,open_base,limit_up,limit_down,ex_div_ref
2023-07-12,1608,22.90,22.50,0.400000,息,22.50,24.75,20.25,22.50
2023-07-12,2024,17.60,17.25,0.350000,息,17.25,18.95,15.55,17.25
2023-07-12,2316,27.60,27.10,0.500000,息,27.10,29.80,24.40,27.10
2023-07-12,2332,21.95,21.72,0.224600,息,21.70,23.85,19.55,21.72
2023-07-12,2356,47.25,45.75,1.500000,息,45.75,50.30,41.20,45.75
2023-07-12,2459,59.30,55.50,3.800000,息,55.50,61.00,49.95,55.50
2023-07-12,3050,15.90,15.40,0.500000,息,15.40,16.90,13.90,15.40
2023-07-12,4164,67.70,65.73,1.968402,息,65.70,72.30,59.20,65.73
2023-07-12,6166,73.40,70.90,2.500000,息,70.90,77.90,63.90,70.90
2023-07-12,6197,70.80,67.60,3.200000,息,67.60,74.30,60.90,67.60
2023-07-12,6285,121.00,116.15,4.841425,息,116.00,127.50,105.00,116.15
2023-07-12,6443,34.45,33.95,0.498013,權,34.45,37.85,30.60,34.45
2023-07-12,6605,121.00,116.00,5.000000,息,116.00,127.50,104.50,116.00
2023-07-12,6781,791.00,772.00,19.000000,息,772.00,849.00,695.00,772.00
2023-07-12,8072,28.70,27.70,1.000000,息,27.70,30.45,24.95,27.70
2023-07-12,8131,43.70,40.40,3.300000,息,40.40,44.40,36.40,40.40
2023-07-12,9904,31.10,29.80,1.300000,息,29.80,32.75,26.85,29.80
