date,stock_id,pre_close,ref_price,value,kind,open_base,limit_up,limit_down,ex_div_ref
2019-07-05,2421,33.65,31.65,2.000000,息,31.65,34.80,28.50,31.65
2019-07-05,2453,14.75,14.25,0.500000,息,14.25,15.65,12.85,14.25
2019-07-05,2493,31.05,28.55,2.500000,息,28.55,31.40,25.70,28.55
2019-07-05,2915,76.00,70.50,5.500000,息,70.50,77.50,63.50,70.50
2019-07-05,3021,15.25,14.50,0.750000,息,14.50,15.95,13.05,14.50
2019-07-05,4968,92.30,90.80,1.492018,息,90.80,99.80,81.80,90.80
2019-07-05,4989,25.60,24.00,1.600000,息,24.00,26.40,21.60,24.00
2019-07-05,9188,4.80,4.65,0.140805,息,4.65,5.11,4.19,4.65
2019-07-05,9939,56.70,54.40,2.300000,息,54.40,59.80,49.00,54.40
2019-07-05,9945,44.55,42.55,2.000000,息,42.55,46.80,38.30,42.55
