date,stock_id,pre_close,ref_price,value,kind,open_base,limit_up,limit_down
2016-08-30,1225,50.20,49.20,1.000000,息,49.20,54.10,44.30
2016-08-30,1446,18.95,18.65,0.300000,息,18.65,20.50,16.80
2016-08-30,1513,19.15,18.15,1.000000,息,18.15,19.95,16.35
2016-08-30,2206,22.50,21.50,1.000000,息,21.50,23.65,19.35
2016-08-30,2347,36.50,33.33,3.166667,權息,33.35,36.65,30.00
2016-08-30,2390,18.85,18.65,0.200000,息,18.65,20.50,16.80
2016-08-30,2425,25.30,25.00,0.300000,息,25.00,27.50,22.50
2016-08-30,2482,13.80,13.65,0.150000,息,13.65,15.00,12.30
2016-08-30,5264,122.00,114.00,8.000000,息,114.00,125.00,103.00
2016-08-30,9188,4.27,4.12,0.141400,息,4.12,4.53,3.71
2016-08-30,9926,42.55,39.85,2.694928,權息,39.85,43.80,35.90
