date,stock_id,pre_close,ref_price,value,kind,open_base,limit_up,limit_down,ex_div_ref
2023-06-30,1445,20.55,20.45,0.100000,息,20.45,22.45,18.45,20.45
2023-06-30,2308,349.50,339.66,9.840000,息,339.50,373.50,306.00,339.66
2023-06-30,2603,155.00,85.00,70.000000,息,85.00,93.50,76.50,85.00
2023-06-30,3019,66.30,64.40,1.900000,息,64.40,70.80,58.00,64.40
2023-06-30,3045,100.50,96.20,4.300000,息,96.20,105.50,86.60,96.20
2023-06-30,3416,115.00,110.23,4.763854,息,110.00,121.00,99.30,110.23
2023-06-30,3518,34.85,34.35,0.500000,息,34.35,37.75,30.95,34.35
2023-06-30,3703,30.85,28.35,2.500000,息,28.35,31.15,25.55,28.35
2023-06-30,3711,122.50,113.70,8.793169,息,113.50,125.00,102.50,113.70
2023-06-30,4137,208.50,201.50,7.000000,息,201.50,221.50,181.50,201.50
2023-06-30,4916,42.75,42.37,0.376284,息,42.35,46.60,38.15,42.37
2023-06-30,4952,57.30,52.30,5.000000,息,52.30,57.50,47.10,52.30
