date,stock_id,pre_close,ref_price,value,kind,open_base,limit_up,limit_down,ex_div_ref
2023-03-30,1477,235.50,221.00,14.500000,息,221.00,243.00,199.00,221.00
2023-03-30,2006,60.60,57.10,3.500000,息,57.10,62.80,51.40,57.10
2023-03-30,2015,72.50,68.50,4.000000,息,68.50,75.30,61.70,68.50
2023-03-30,2108,41.80,39.80,2.000000,息,39.80,43.75,35.85,39.80
2023-03-30,2331,23.30,22.50,0.800000,息,22.50,24.75,20.25,22.50
2023-03-30,2458,102.50,99.43,3.069257,息,99.40,109.00,89.50,99.43
2023-03-30,2483,26.25,25.25,1.000000,息,25.25,27.75,22.75,25.25
2023-03-30,2530,18.35,17.93,0.410761,息,17.95,19.70,16.15,17.93
2023-03-30,4930,29.10,27.10,2.000000,息,27.10,29.80,24.40,27.10
2023-03-30,5222,187.50,184.50,3.000000,息,184.50,202.50,166.50,184.50
2023-03-30,6281,87.80,82.80,5.000000,息,82.80,91.00,74.60,82.80
2023-03-30,6581,100.50,94.00,6.500000,息,94.00,103.00,84.60,94.00
