date,stock_id,pre_close,ref_price,value,kind,open_base
2021-07-23,1701,25.15,24.15,1.000000,息,24.15
2021-07-23,2387,57.50,55.50,2.000000,息,55.50
2021-07-23,2417,39.20,37.20,2.000000,息,37.20
2021-07-23,2436,91.00,89.40,1.600000,息,89.40
2021-07-23,2616,38.30,36.10,2.200000,息,36.10
2021-07-23,3530,222.00,219.20,2.799818,息,219.00
2021-07-23,4306,19.00,18.40,0.597315,息,18.40
2021-07-23,4904,65.10,61.85,3.250000,息,61.90
2021-07-23,6176,124.50,116.50,8.000000,息,116.50
2021-07-23,6505,100.50,99.91,0.590000,息,99.90
2021-07-23,6669,976.00,944.00,32.000000,息,944.00
