date,stock_id,pre_close,ref_price,value,kind,open_base,limit_up,limit_down
2018-07-06,1256,161.00,156.00,5.000000,息,156.00,171.50,140.50
2018-07-06,2015,58.30,54.80,3.500000,息,54.80,60.20,49.35
2018-07-06,2032,9.95,9.85,0.100000,息,9.85,10.80,8.87
2018-07-06,2423,23.60,22.10,1.500000,息,22.10,24.30,19.90
2018-07-06,2856,10.30,10.04,0.257942,息,10.05,11.00,9.04
2018-07-06,3698,17.70,17.49,0.200281,息,17.50,19.20,15.75
2018-07-06,6215,19.35,18.75,0.600000,息,18.75,20.60,16.90
2018-07-06,8210,40.50,37.50,3.000000,息,37.50,41.25,33.75
2018-07-06,9904,35.50,33.50,2.000000,息,33.50,36.85,30.15
2018-07-06,9931,32.15,30.95,1.200000,息,30.95,34.00,27.90
