date,stock_id,pre_close,ref_price,value,kind,open_base,limit_up,limit_down
2022-07-06,1219,21.35,20.25,1.100000,息,20.25,22.25,18.25
2022-07-06,1303,80.60,73.10,7.500000,息,73.10,80.40,65.80
2022-07-06,1521,34.50,33.90,0.600000,息,33.90,37.25,30.55
2022-07-06,1587,24.15,23.15,1.000000,息,23.15,25.45,20.85
2022-07-06,2031,39.30,35.30,4.000000,息,35.30,38.80,31.80
2022-07-06,2115,33.45,31.45,2.000000,息,31.45,34.55,28.35
2022-07-06,2373,90.00,84.00,6.000000,息,84.00,92.40,75.60
2022-07-06,2433,51.20,47.70,3.500000,息,47.70,52.40,42.95
2022-07-06,2459,49.90,46.40,3.500000,息,46.40,51.00,41.80
2022-07-06,2608,39.90,38.25,1.650000,息,38.25,42.05,34.45
2022-07-06,2610,23.35,22.51,0.831457,息,22.50,24.75,20.30
2022-07-06,2633,28.05,27.29,0.758000,息,27.30,30.00,24.60
2022-07-06,2838,15.70,14.28,1.414286,權息,14.30,15.70,12.90
2022-07-06,2883,14.25,13.24,1.000077,息,13.25,14.55,11.95
2022-07-06,2883B,8.28,8.27,0.001945,息,8.27,9.09,7.45
2022-07-06,3040,30.35,28.35,2.000000,息,28.35,31.15,25.55
2022-07-06,3231,26.25,24.04,2.200116,息,24.05,26.40,21.65
2022-07-06,4155,23.25,22.25,1.000000,息,22.25,24.45,20.05
2022-07-06,4545,27.25,26.55,0.700000,息,26.55,29.20,23.90
2022-07-06,5258,57.60,56.32,1.275671,權,57.60,63.30,50.70
2022-07-06,6235,42.65,41.68,0.966753,權,42.65,46.90,37.55
2022-07-06,6776,40.55,37.35,3.200000,息,37.35,41.05,33.65
2022-07-06,9939,73.90,69.60,4.300000,息,69.60,76.50,62.70
