date,stock_id,pre_close,ref_price,value,kind,open_base
2016-07-07,1220,11.65,11.15,0.500000,息,11.15
2016-07-07,1460,15.60,14.80,0.800000,息,14.80
2016-07-07,1474,10.65,10.15,0.500000,息,10.15
2016-07-07,1727,12.90,12.40,0.500000,息,12.40
2016-07-07,1786,48.90,48.40,0.500000,息,48.40
2016-07-07,1809,10.60,10.40,0.200000,息,10.40
2016-07-07,1904,11.50,10.90,0.600000,息,10.90
2016-07-07,1906,10.45,10.30,0.150000,息,10.30
2016-07-07,2308,158.00,153.00,5.000000,息,153.00
2016-07-07,2367,10.50,9.80,0.700000,息,9.80
2016-07-07,2409,11.00,10.65,0.350000,息,10.65
2016-07-07,2451,98.40,91.60,6.800000,息,91.60
2016-07-07,2455,45.65,43.47,2.176484,息,43.45
2016-07-07,2597,45.05,40.45,4.600000,息,40.45
2016-07-07,2606,24.80,23.80,1.000000,息,23.80
2016-07-07,2634,43.00,41.64,1.360000,息,41.65
2016-07-07,2731,90.80,86.20,4.600000,息,86.20
2016-07-07,2906,12.00,11.50,0.500000,息,11.50
2016-07-07,3028,18.80,17.10,1.700000,息,17.10
2016-07-07,3040,31.40,28.40,3.000000,息,28.40
2016-07-07,3532,30.20,29.10,1.100000,息,29.10
2016-07-07,3550,14.05,13.05,1.000000,息,13.05
2016-07-07,6120,11.70,11.49,0.205999,息,11.50
2016-07-07,8016,104.50,99.50,5.000000,息,99.50
2016-07-07,8163,19.90,17.90,2.000000,息,17.90
2016-07-07,8213,30.20,28.20,2.000000,息,28.20
2016-07-07,8341,152.50,149.00,3.500000,息,149.00
2016-07-07,9902,9.40,9.20,0.200000,息,9.20
2016-07-07,9904,42.55,41.05,1.500000,息,41.05
