date,stock_id,pre_close,ref_price,value,kind,open_base,limit_up,limit_down
2021-07-19,1414,16.65,16.40,0.246000,息,16.40,18.00,14.80
2021-07-19,1416,11.00,10.50,0.500000,息,10.50,11.55,9.45
2021-07-19,1802,46.00,45.50,0.500000,息,45.50,50.00,40.95
2021-07-19,2637,88.00,86.50,1.500000,息,86.50,95.10,77.90
2021-07-19,4927,63.60,60.60,3.000000,息,60.60,66.60,54.60
2021-07-19,6184,46.50,43.50,3.000000,息,43.50,47.85,39.15
2021-07-19,6213,160.00,151.73,8.264073,權息,155.00,170.50,137.00
2021-07-19,6591,63.80,61.07,2.727855,息,61.10,67.10,55.00
2021-07-19,6655,77.10,69.10,8.000000,息,69.10,76.00,62.20
2021-07-19,6776,44.40,42.40,2.000000,息,42.40,46.60,38.20
2021-07-19,8464,429.00,419.00,10.000000,息,419.00,460.50,377.50
2021-07-19,8482,79.40,74.60,4.800000,息,74.60,82.00,67.20
