date,stock_id,pre_close,ref_price,value,kind,open_base,limit_up,limit_down,ex_div_ref
2016-07-14,1312,15.85,15.05,0.800000,息,15.05,16.55,13.55,15.05
2016-07-14,1312A,23.45,22.05,1.400000,息,22.05,24.25,19.85,22.05
2016-07-14,1315,25.60,24.50,1.100000,息,24.50,26.95,22.05,24.50
2016-07-14,1402,24.75,23.75,1.000000,息,23.75,26.10,21.40,23.75
2016-07-14,1410,24.80,23.50,1.300000,息,23.50,25.85,21.15,23.50
2016-07-14,1414,6.58,6.38,0.200000,息,6.38,7.01,5.75,6.38
2016-07-14,1445,10.05,9.55,0.500000,息,9.55,10.50,8.60,9.55
2016-07-14,1452,21.85,20.05,1.800000,息,20.05,22.05,18.05,20.05
2016-07-14,1535,51.40,48.40,3.000000,息,48.40,53.20,43.60,48.40
2016-07-14,1708,27.45,25.66,1.783334,權息,25.65,28.20,23.10,25.66
2016-07-14,2331,17.00,15.00,2.000000,息,15.00,16.50,13.50,15.00
2016-07-14,2340,12.70,11.70,1.000000,息,11.70,12.85,10.55,11.70
2016-07-14,2353,15.50,15.00,0.500000,息,15.00,16.50,13.50,15.00
2016-07-14,2356,25.25,23.85,1.400000,息,23.85,26.20,21.50,23.85
2016-07-14,2415,14.25,13.45,0.800000,息,13.45,14.75,12.15,13.45
2016-07-14,2453,11.10,10.60,0.500000,息,10.60,11.65,9.54,10.60
2016-07-14,2849,13.90,13.30,0.600000,息,13.30,14.60,12.00,13.30
2016-07-14,2850,24.45,22.87,1.573610,息,22.85,25.15,20.60,22.87
2016-07-14,3504,31.90,31.34,0.560000,息,31.35,34.45,28.25,31.34
2016-07-14,3653,43.90,41.40,2.500000,息,41.40,45.50,37.30,41.40
2016-07-14,4960,14.90,14.40,0.500000,息,14.40,15.80,13.00,14.40
2016-07-14,5533,17.05,15.76,1.288096,權息,15.75,17.30,14.20,15.76
2016-07-14,6214,58.80,53.80,5.000000,息,53.80,59.10,48.45,53.80
2016-07-14,6277,87.20,82.00,5.200000,息,82.00,90.20,73.80,82.00
2016-07-14,8464,297.00,288.92,8.077588,息,289.00,317.50,260.50,288.92
2016-07-14,9924,53.00,50.20,2.800000,息,50.20,55.20,45.20,50.20
