date,stock_id,pre_close,ref_price,value,kind,open_base
2018-07-11,1301,112.00,106.30,5.700000,息,106.50
2018-07-11,1463,22.50,19.50,3.000000,息,19.50
2018-07-11,1713,17.95,17.51,0.440000,息,17.50
2018-07-11,2345,97.20,93.06,4.131100,息,93.10
2018-07-11,2505,12.60,12.35,0.250000,息,12.35
2018-07-11,2636,23.85,22.55,1.300000,息,22.55
2018-07-11,3130,175.50,165.89,9.600289,息,166.00
2018-07-11,3481,11.75,10.95,0.800000,息,10.95
2018-07-11,3532,146.50,144.42,2.080000,息,144.50
2018-07-11,3705,40.90,38.90,2.000000,息,38.90
2018-07-11,4807,62.70,59.70,3.000000,息,59.70
2018-07-11,4904,79.30,75.55,3.750000,息,75.60
2018-07-11,4999,52.50,49.50,3.000000,息,49.50
2018-07-11,6464,119.50,113.36,6.133663,權息,113.50
2018-07-11,6591,71.50,69.50,2.000000,息,69.50
2018-07-11,8443,14.05,13.77,0.280000,息,13.75
