date,stock_id,pre_close,ref_price,value,kind,open_base
2018-07-03,1560,70.70,67.20,3.500000,息,67.20
2018-07-03,2010,11.20,10.70,0.500000,息,10.70
2018-07-03,2357,273.00,258.00,15.000000,息,258.00
2018-07-03,2373,90.30,84.30,6.000000,息,84.30
2018-07-03,2415,23.70,22.70,1.000000,息,22.70
2018-07-03,2464,43.00,41.50,1.500000,息,41.50
2018-07-03,2642,25.45,24.40,1.050000,息,24.40
2018-07-03,4755,55.80,53.20,2.600000,息,53.20
2018-07-03,6405,19.75,19.25,0.500000,息,19.25
2018-07-03,6412,51.60,48.49,3.100080,息,48.50
2018-07-03,8046,27.95,27.45,0.500000,息,27.45
2018-07-03,9943,58.00,54.00,4.000000,息,54.00
