date,stock_id,pre_close,ref_price,value,kind,open_base,limit_up,limit_down,ex_div_ref
2016-08-26,1210,28.15,27.45,0.700000,息,27.45,30.15,24.75,27.45
2016-08-26,1603,13.70,13.20,0.500000,息,13.20,14.50,11.90,13.20
2016-08-26,2049,177.50,171.96,5.539216,權息,172.00,189.00,155.00,171.96
2016-08-26,2328,26.05,25.70,0.350000,息,25.70,28.25,23.15,25.70
2016-08-26,2867,15.65,14.90,0.745239,權,14.90,16.35,13.45,14.90
2016-08-26,3002,10.40,10.05,0.350000,息,10.05,11.05,9.05,10.05
2016-08-26,3257,42.10,38.20,3.897238,權息,38.20,42.00,34.40,38.20
2016-08-26,3432,11.10,10.90,0.200000,息,10.90,11.95,9.81,10.90
2016-08-26,4133,34.45,33.35,1.098894,權息,33.35,36.65,30.05,33.35
2016-08-26,5525,16.30,14.80,1.500000,息,14.80,16.25,13.35,14.80
2016-08-26,5534,57.60,54.76,2.834582,息,54.80,60.20,49.30,54.76
2016-08-26,6183,27.45,26.25,1.200000,息,26.25,28.85,23.65,26.25
2016-08-26,6477,19.30,18.66,0.630050,權息,18.65,20.50,16.80,18.66
