date,stock_id,pre_close,ref_price,value,kind,open_base,limit_up,limit_down,ex_div_ref
2020-07-09,1232,127.00,122.00,5.000000,息,122.00,134.00,110.00,122.00
2020-07-09,1338,59.10,55.60,3.500000,息,55.60,61.10,50.10,55.60
2020-07-09,1464,21.65,20.15,1.500000,息,20.15,22.15,18.15,20.15
2020-07-09,1476,345.50,334.50,11.000000,息,334.50,367.50,301.50,334.50
2020-07-09,1521,63.50,59.50,4.000000,息,59.50,65.40,53.60,59.50
2020-07-09,1708,27.30,24.53,2.762963,權息,24.55,26.95,22.10,24.53
2020-07-09,1713,18.55,17.97,0.580000,息,17.95,19.75,16.20,17.97
2020-07-09,1717,34.30,32.90,1.400000,息,32.90,36.15,29.65,32.90
2020-07-09,1906,13.05,12.55,0.500000,息,12.55,13.80,11.30,12.55
2020-07-09,2010,10.05,9.75,0.300000,息,9.75,10.70,8.78,9.75
2020-07-09,2231,156.50,146.49,10.003676,權息,146.50,161.00,132.00,146.49
2020-07-09,2312,10.85,10.54,0.305909,息,10.55,11.55,9.49,10.54
2020-07-09,2313,49.80,48.60,1.200000,息,48.60,53.40,43.75,48.60
2020-07-09,2338,28.90,27.90,1.000000,息,27.90,30.65,25.15,27.90
2020-07-09,2362,30.65,30.25,0.400000,息,30.25,33.25,27.25,30.25
2020-07-09,2493,36.95,34.45,2.500000,息,34.45,37.85,31.05,34.45
2020-07-09,2634,29.75,28.56,1.190000,息,28.55,31.40,25.75,28.56
2020-07-09,3028,20.00,18.99,1.000351,息,19.00,20.85,17.10,18.99
2020-07-09,3266,13.95,13.45,0.500000,息,13.45,14.75,12.15,13.45
2020-07-09,3705,50.60,48.40,2.200000,息,48.40,53.20,43.60,48.40
2020-07-09,5234,92.00,87.00,5.000000,息,87.00,95.70,78.30,87.00
2020-07-09,5388,86.20,83.17,3.024261,息,83.20,91.40,74.90,83.17
2020-07-09,6024,40.10,38.20,1.900000,息,38.20,42.00,34.40,38.20
2020-07-09,6197,43.70,40.70,3.000000,息,40.70,44.75,36.65,40.70
2020-07-09,8046,88.10,87.40,0.700000,息,87.40,96.10,78.70,87.40
2020-07-09,8131,39.85,37.65,2.200000,息,37.65,41.40,33.90,37.65
2020-07-09,8163,40.20,37.90,2.300000,息,37.90,41.65,34.15,37.90
2020-07-09,8249,19.40,18.20,1.200000,息,18.20,20.00,16.40,18.20
2020-07-09,8367,25.70,24.60,1.100000,息,24.60,27.05,22.15,24.60
2020-07-09,8374,21.85,21.55,0.300000,息,21.55,23.70,19.40,21.55
