date,stock_id,pre_close,ref_price,value,kind,open_base,limit_up,limit_down,ex_div_ref
2026-04-20,0052,50.05,48.85,1.199000,息,48.85,53.70,43.97,48.85
2026-04-20,00714,21.38,21.25,0.123000,息,21.25,9999.95,0.01,21.25
2026-04-20,00717,15.17,15.02,0.141000,息,15.02,9999.95,0.01,15.02
2026-04-20,00730,24.78,24.67,0.110000,息,24.67,27.13,22.21,24.67
2026-04-20,00733,62.40,61.82,0.578000,息,61.80,68.00,55.65,61.82
2026-04-20,00900,15.07,14.99,0.075000,息,14.99,16.48,13.50,14.99
2026-04-20,00905,22.21,21.61,0.600000,息,21.61,23.77,19.45,21.61
2026-04-20,00908,14.18,14.05,0.121000,息,14.05,9999.95,0.01,14.05
2026-04-20,00909,44.31,41.56,2.750000,息,41.56,9999.95,0.01,41.56
2026-04-20,00912,27.60,26.85,0.750000,息,26.85,29.53,24.17,26.85
2026-04-20,00927,28.22,27.28,0.940000,息,27.28,30.00,24.56,27.28
2026-04-20,00934,22.93,22.78,0.143000,息,22.78,25.05,20.51,22.78
2026-04-20,00943,17.19,17.11,0.071000,息,17.11,18.82,15.40,17.11
2026-04-20,00944,17.00,16.94,0.054000,息,16.94,18.63,15.25,16.94
2026-04-20,00945B,14.55,14.46,0.087000,息,14.46,9999.95,0.01,14.46
2026-04-20,00952,15.29,15.24,0.050000,息,15.24,16.76,13.72,15.24
2026-04-20,00956,12.34,12.14,0.200000,息,12.14,9999.95,0.01,12.14
2026-04-20,00960,17.61,17.38,0.225000,息,17.38,9999.95,0.01,17.38
2026-04-20,00961,10.31,10.26,0.049000,息,10.26,11.28,9.24,10.26
2026-04-20,00963,12.95,12.90,0.045000,息,12.90,9999.95,0.01,12.90
2026-04-20,00964,13.91,13.81,0.100000,息,13.81,9999.95,0.01,13.81
2026-04-20,009804,18.92,18.04,0.876000,息,18.04,19.84,16.24,18.04
2026-04-20,00981T,11.45,11.39,0.057000,息,11.39,9999.95,0.01,11.39
2026-04-20,00982D,10.04,9.98,0.052000,息,9.98,9999.95,0.01,9.98
2026-04-20,00983D,10.22,10.16,0.060000,息,10.16,9999.95,0.01,10.16
2026-04-20,00984A,14.14,13.87,0.268000,息,13.87,15.25,12.49,13.87
