date,stock_id,pre_close,ref_price,value,kind,open_base,limit_up,limit_down
2023-10-19,0056,34.90,33.70,1.200000,息,33.70,37.07,30.33
2023-10-19,006204,86.40,82.44,3.959000,息,82.45,90.65,74.20
2023-10-19,00714,17.86,17.74,0.112000,息,17.74,9999.95,0.01
2023-10-19,00717,14.49,14.31,0.176000,息,14.31,9999.95,0.01
2023-10-19,00730,19.52,18.38,1.136000,息,18.38,20.21,16.55
2023-10-19,00733,52.85,51.65,1.200000,息,51.65,56.80,46.49
2023-10-19,00905,9.83,9.66,0.170000,息,9.66,10.62,8.70
2023-10-19,00907,14.12,13.97,0.141000,息,13.97,15.36,12.58
2023-10-19,00908,11.70,11.55,0.147000,息,11.55,9999.95,0.01
2023-10-19,00912,14.84,14.64,0.200000,息,14.64,16.10,13.18
2023-10-19,00922,16.10,15.53,0.570000,息,15.53,17.08,13.98
2023-10-19,00927,15.73,15.51,0.220000,息,15.51,17.06,13.96
2023-10-19,1316,10.80,10.25,0.549453,息,10.25,11.25,9.23
