date,stock_id,pre_close,ref_price,value,kind,open_base
2017-07-18,1303,77.80,73.30,4.500000,息,73.30
2017-07-18,1414,6.55,6.35,0.200000,息,6.35
2017-07-18,1532,32.25,30.55,1.700000,息,30.55
2017-07-18,2206,21.00,19.96,1.033818,息,19.95
2017-07-18,2207,381.00,369.00,12.000000,息,369.00
2017-07-18,2426,14.15,13.25,0.892516,息,13.25
2017-07-18,2501,19.90,18.40,1.500000,息,18.40
2017-07-18,2535,19.85,18.26,1.583525,息,18.25
2017-07-18,3044,101.00,96.75,4.250000,息,96.80
2017-07-18,3450,144.00,114.58,29.416667,權息,114.50
2017-07-18,3617,95.50,90.75,4.750000,息,90.80
2017-07-18,5538,32.00,30.00,2.000000,息,30.00
2017-07-18,9918,32.35,31.20,1.150000,息,31.20
