date,stock_id,pre_close,ref_price,value,kind,open_base,limit_up,limit_down,ex_div_ref
2020-07-15,1582,82.80,78.30,4.500000,息,78.30,86.10,70.50,78.30
2020-07-15,1618,8.76,8.46,0.300000,息,8.46,9.30,7.62,8.46
2020-07-15,1723,105.00,100.00,5.000000,息,100.00,110.00,90.00,100.00
2020-07-15,1907,14.30,13.60,0.700000,息,13.60,14.95,12.25,13.60
2020-07-15,2027,25.80,24.31,1.486275,權息,24.30,26.70,21.90,24.31
2020-07-15,2031,24.55,23.74,0.809114,息,23.75,26.10,21.40,23.74
2020-07-15,2034,25.50,24.00,1.500000,息,24.00,26.40,21.60,24.00
2020-07-15,2303,16.80,15.99,0.803956,息,16.00,17.55,14.40,15.99
2020-07-15,2356,27.70,26.40,1.300000,息,26.40,29.00,23.80,26.40
2020-07-15,2376,73.70,71.50,2.200000,息,71.50,78.60,64.40,71.50
2020-07-15,2501,20.10,19.10,1.000000,息,19.10,21.00,17.20,19.10
2020-07-15,2520,32.55,31.05,1.500000,息,31.05,34.15,27.95,31.05
2020-07-15,2546,44.45,41.45,3.000000,息,41.45,45.55,37.35,41.45
2020-07-15,2903,25.20,24.40,0.800000,息,24.40,26.80,22.00,24.40
2020-07-15,3037,52.20,51.10,1.091860,息,51.10,56.20,46.00,51.10
2020-07-15,3665,217.50,208.50,9.000000,息,208.50,229.00,188.00,208.50
2020-07-15,4935,118.00,116.50,1.500000,息,116.50,128.00,105.00,116.50
2020-07-15,5546,67.60,63.60,4.000000,息,63.60,69.90,57.30,63.60
2020-07-15,6285,68.00,65.49,2.500051,息,65.50,72.00,59.00,65.49
2020-07-15,6405,15.40,14.90,0.500000,息,14.90,16.35,13.45,14.90
2020-07-15,8926,41.35,39.65,1.700000,息,39.65,43.60,35.70,39.65
