date,stock_id,pre_close,ref_price,value,kind,open_base,limit_up,limit_down
2017-08-22,1704,43.00,40.00,2.998811,息,40.00,44.00,36.00
2017-08-22,2374,19.10,18.19,0.900148,息,18.20,20.00,16.40
2017-08-22,2534,22.25,21.25,1.000000,息,21.25,23.35,19.15
2017-08-22,2706,16.90,15.46,1.437037,權息,15.45,17.00,13.95
2017-08-22,2905,23.95,21.72,2.221044,權息,21.70,23.85,19.55
2017-08-22,3029,19.65,18.45,1.199826,息,18.45,20.25,16.65
2017-08-22,3296,19.55,18.35,1.200000,息,18.35,20.15,16.55
2017-08-22,4438,171.00,164.80,6.200000,息,165.00,181.00,148.50
2017-08-22,5243,48.25,46.75,1.500000,息,46.75,51.40,42.10
2017-08-22,6139,36.35,34.91,1.430518,息,34.90,38.40,31.45
