date,stock_id,pre_close,ref_price,value,kind,open_base,limit_up,limit_down
2020-07-17,1310,16.75,15.75,1.000000,息,15.75,17.30,14.20
2020-07-17,2103,17.40,16.90,0.500000,息,16.90,18.55,15.25
2020-07-17,2323,7.64,7.44,0.200000,息,7.44,8.18,6.70
2020-07-17,2324,20.00,18.80,1.200000,息,18.80,20.65,16.95
2020-07-17,2906,14.20,13.90,0.300000,息,13.90,15.25,12.55
2020-07-17,3045,114.00,109.25,4.750000,息,109.50,120.00,98.40
2020-07-17,3413,200.00,196.00,3.998820,息,196.00,215.50,176.50
2020-07-17,3481,8.40,8.30,0.100000,息,8.30,9.13,7.47
2020-07-17,3596,84.00,79.29,4.700112,息,79.30,87.20,71.40
2020-07-17,4439,147.00,138.96,8.038533,息,139.00,152.50,125.50
2020-07-17,4999,45.55,43.05,2.500000,息,43.05,47.35,38.75
2020-07-17,6591,67.80,66.33,1.464063,息,66.30,72.90,59.70
2020-07-17,8215,19.15,18.65,0.500000,息,18.65,20.50,16.80
2020-07-17,8462,196.50,182.01,14.488953,權息,182.00,200.00,164.00
