date,stock_id,pre_close,ref_price,value,kind,open_base,limit_up,limit_down,ex_div_ref
2026-07-24,1617,19.25,18.65,0.600000,息,18.65,20.50,16.80,18.65
2026-07-24,1734,32.55,31.55,1.000000,息,31.55,34.70,28.40,31.55
2026-07-24,2002,19.10,18.95,0.150000,息,18.95,20.80,17.10,18.95
2026-07-24,2002A,38.85,37.45,1.400000,息,37.45,41.15,33.75,37.45
2026-07-24,2495,38.80,38.00,0.800000,息,38.00,41.80,34.20,38.00
2026-07-24,3694,64.10,61.79,2.300571,息,61.80,67.90,55.70,61.79
2026-07-24,4764,309.50,304.28,5.210720,權,309.50,340.00,274.00,309.50
2026-07-24,4771,194.50,187.52,6.972245,息,187.50,206.00,169.00,187.52
2026-07-24,6796,60.00,59.75,0.250000,息,59.80,65.70,53.80,59.75
2026-07-24,6863,109.50,108.00,1.500000,息,108.00,118.50,97.20,108.00
2026-07-24,7740,157.00,137.38,19.610999,權息,137.50,151.00,124.00,137.38
2026-07-24,7788,230.00,228.00,2.000000,息,228.00,250.50,205.50,228.00
2026-07-24,9925,41.40,39.40,2.000000,息,39.40,43.30,35.50,39.40
