date,stock_id,pre_close,ref_price,value,kind,open_base,limit_up,limit_down
2024-07-05,1410,36.85,36.55,0.300000,息,36.55,40.20,32.90
2024-07-05,1713,59.90,58.50,1.400000,息,58.50,64.30,52.70
2024-07-05,2373,77.00,72.90,4.100000,息,72.90,80.10,65.70
2024-07-05,2417,53.20,53.04,0.150409,息,53.00,58.30,47.75
2024-07-05,2838A,53.80,51.24,2.559226,息,51.20,56.30,46.15
2024-07-05,3055,92.60,91.58,1.011370,息,91.60,100.50,82.50
2024-07-05,3704,41.20,39.70,1.495236,息,39.70,43.65,35.75
2024-07-05,5706,78.10,69.18,8.918182,權息,69.20,76.00,62.30
2024-07-05,6115,59.40,56.40,3.000000,息,56.40,62.00,50.80
2024-07-05,6591,62.00,59.27,2.721345,息,59.30,65.10,53.40
2024-07-05,8249,30.15,29.05,1.091980,息,29.05,31.95,26.15
2024-07-05,8462,118.00,115.88,2.112493,息,116.00,127.00,104.50
