date,stock_id,pre_close,ref_price,value,kind,open_base,limit_up,limit_down
2021-07-20,1341,86.30,79.89,6.402778,權息,80.30,88.30,72.00
2021-07-20,2032,41.30,40.77,0.530000,息,40.75,44.80,36.70
2021-07-20,2308,308.00,302.50,5.500000,息,302.50,332.50,272.50
2021-07-20,2362,30.00,29.40,0.600000,息,29.40,32.30,26.50
2021-07-20,2392,45.00,42.50,2.500000,息,42.50,46.75,38.25
2021-07-20,2597,171.50,165.00,6.500000,息,165.00,181.50,148.50
2021-07-20,3563,262.50,253.50,9.000000,息,253.50,278.50,228.50
2021-07-20,3669,82.60,77.60,5.000000,息,77.60,85.30,69.90
2021-07-20,4739,124.00,122.80,1.200000,息,123.00,135.00,111.00
2021-07-20,6415,3990.00,3979.53,10.464970,息,3980.00,4375.00,3585.00
