date,stock_id,pre_close,ref_price,value,kind,open_base,limit_up,limit_down,ex_div_ref
2026-07-07,2408,420.50,419.15,1.347149,息,419.00,461.00,377.50,419.15
2026-07-07,2417,47.45,47.19,0.250119,息,47.20,51.90,42.50,47.19
2026-07-07,2454,4125.00,4100.49,24.500215,息,4100.00,4510.00,3695.00,4100.49
2026-07-07,2536,21.60,19.60,2.000000,息,19.60,21.55,17.65,19.60
2026-07-07,3048,64.60,63.60,1.000000,息,63.60,69.90,57.30,63.60
2026-07-07,6257,273.00,268.75,4.249688,息,269.00,295.50,242.00,268.75
2026-07-07,6526,686.00,672.50,13.500000,息,673.00,739.00,606.00,672.50
2026-07-07,6591,55.80,51.80,4.000000,息,51.80,56.90,46.65,51.80
2026-07-07,6862,195.00,190.00,5.000000,息,190.00,209.00,171.00,190.00
2026-07-07,9945,26.50,25.40,1.100000,息,25.40,27.90,22.90,25.40
