date,stock_id,pre_close,ref_price,value,kind,open_base
2022-06-22,2231,140.00,139.00,1.000000,息,139.00
2022-06-22,2303,49.30,46.30,3.000000,息,46.30
2022-06-22,2423,28.10,26.60,1.500000,息,26.60
2022-06-22,2548,93.60,86.10,7.500000,息,86.10
2022-06-22,2836A,23.90,23.14,0.751643,息,23.15
2022-06-22,4952,72.60,67.20,5.400000,息,67.20
2022-06-22,5871,224.50,208.09,16.404760,權息,208.00
2022-06-22,5871A,102.00,98.20,3.800000,息,98.20
2022-06-22,6533,277.00,274.15,2.848871,息,274.00
2022-06-22,9917,105.50,100.50,5.000000,息,100.50
