date,stock_id,pre_close,ref_price,value,kind,open_base,limit_up,limit_down,ex_div_ref
2022-07-11,1451,21.85,20.85,1.000000,息,20.85,22.90,18.80,20.85
2022-07-11,1457,17.75,16.75,1.000000,息,16.75,18.40,15.10,16.75
2022-07-11,2390,15.95,14.95,1.000000,息,14.95,16.40,13.50,14.95
2022-07-11,2477,21.25,19.75,1.500000,息,19.75,21.70,17.80,19.75
2022-07-11,3050,15.80,15.20,0.600000,息,15.20,16.70,13.70,15.20
2022-07-11,3481,12.25,11.19,1.054995,息,11.20,12.30,10.10,11.19
2022-07-11,4927,65.80,61.80,4.000000,息,61.80,67.90,55.70,61.80
2022-07-11,6024,35.90,34.30,1.600000,息,34.30,37.70,30.90,34.30
2022-07-11,6112,35.90,33.40,2.500000,息,33.40,36.70,30.10,33.40
2022-07-11,6215,22.80,21.00,1.800000,息,21.00,23.10,18.90,21.00
2022-07-11,6449,44.65,42.65,2.000000,息,42.65,46.90,38.40,42.65
2022-07-11,6605,75.90,72.90,3.000000,息,72.90,80.10,65.70,72.90
2022-07-11,8072,23.00,22.65,0.350000,息,22.65,24.90,20.40,22.65
2022-07-11,9904,28.70,27.20,1.500000,息,27.20,29.90,24.50,27.20
