date,stock_id,pre_close,ref_price,value,kind,open_base,limit_up,limit_down,ex_div_ref
2021-08-17,00701,24.64,24.39,0.250000,息,24.39,26.82,21.96,24.39
2021-08-17,00878,18.20,17.90,0.300000,息,17.90,19.69,16.11,17.90
2021-08-17,00881,17.58,17.04,0.540000,息,17.04,18.74,15.34,17.04
2021-08-17,00891,15.52,15.27,0.250000,息,15.27,16.79,13.75,15.27
2021-08-17,1324,11.10,10.80,0.300000,息,10.80,11.85,9.72,10.80
2021-08-17,1582,75.40,70.40,5.000000,息,70.40,77.40,63.40,70.40
2021-08-17,1733,23.90,22.80,1.093693,息,22.80,25.05,20.55,22.80
2021-08-17,1904,39.65,37.85,1.800000,息,37.85,41.60,34.10,37.85
2021-08-17,2399,22.25,21.85,0.400000,息,21.85,24.00,19.70,21.85
2021-08-17,2401,37.50,36.97,0.525500,息,36.95,40.65,33.30,36.97
2021-08-17,2501,20.00,19.00,1.000000,息,19.00,20.90,17.10,19.00
2021-08-17,2538,12.10,11.60,0.500000,息,11.60,12.75,10.45,11.60
2021-08-17,3034,506.00,490.40,15.600000,息,490.50,539.00,441.50,490.40
2021-08-17,3450,53.60,52.20,1.400000,息,52.20,57.40,47.00,52.20
2021-08-17,3645,42.25,40.75,1.499355,息,40.75,44.80,36.70,40.75
2021-08-17,6278,109.50,106.20,3.300000,息,106.00,116.50,95.60,106.20
2021-08-17,6768,68.00,65.00,2.999999,息,65.00,71.50,58.50,65.00
