date,stock_id,pre_close,ref_price,value,kind,open_base,limit_up,limit_down
2022-07-15,1446,32.30,32.00,0.300000,息,32.00,35.20,28.80
2022-07-15,1907,24.20,22.70,1.500000,息,22.70,24.95,20.45
2022-07-15,2945,50.00,47.40,2.593379,息,47.40,52.10,42.70
2022-07-15,3016,79.90,78.71,1.184839,息,78.70,86.50,70.90
2022-07-15,3037,153.50,150.10,3.400000,息,150.00,165.00,135.50
2022-07-15,3042,90.90,83.40,7.500000,息,83.40,91.70,75.10
2022-07-15,4306,14.85,13.85,0.999933,息,13.85,15.20,12.50
2022-07-15,4960,9.69,9.18,0.500332,息,9.18,10.05,8.27
2022-07-15,5215,49.40,44.40,5.000000,息,44.40,48.80,40.00
2022-07-15,6197,36.25,33.25,3.000000,息,33.25,36.55,29.95
2022-07-15,6205,63.10,61.10,1.998453,息,61.10,67.20,55.00
2022-07-15,6405,21.70,19.70,2.000000,息,19.70,21.65,17.75
2022-07-15,8215,29.60,28.10,1.500000,息,28.10,30.90,25.30
