date,stock_id,pre_close,ref_price,value,kind,open_base,limit_up,limit_down
2018-08-09,1440,13.60,13.24,0.360000,息,13.25,14.55,11.95
2018-08-09,1464,25.40,23.20,2.200000,息,23.20,25.50,20.90
2018-08-09,1712,17.65,16.64,1.001735,息,16.65,18.30,15.00
2018-08-09,1817,42.00,39.70,2.300000,息,39.70,43.65,35.75
2018-08-09,2886,27.35,25.85,1.500000,息,25.85,28.40,23.30
2018-08-09,3035,61.50,58.80,2.700000,息,58.80,64.60,53.00
2018-08-09,4104,50.50,47.70,2.793298,息,47.70,52.40,42.95
2018-08-09,4551,135.50,129.15,6.350000,息,129.00,142.00,116.50
2018-08-09,6197,27.30,25.62,1.675763,息,25.60,28.15,23.10
2018-08-09,6285,79.00,73.82,5.176913,權息,73.80,81.20,66.50
2018-08-09,8039,46.15,43.65,2.500000,息,43.65,48.00,39.30
2018-08-09,8112,34.95,32.15,2.799216,息,32.15,35.35,28.95
2018-08-09,9914,144.00,142.00,2.000000,息,142.00,156.00,128.00
2018-08-09,9958,68.50,67.40,1.097828,權息,68.20,75.00,60.70
