date,stock_id,pre_close,ref_price,value,kind,open_base,limit_up,limit_down
2016-07-04,1521,83.30,78.30,5.000000,息,78.30,86.10,70.50
2016-07-04,2642,24.50,23.90,0.600000,息,23.90,26.25,21.55
2016-07-04,4952,43.50,40.30,3.200000,息,40.30,44.30,36.30
2016-07-04,4999,44.95,41.95,3.000000,息,41.95,46.10,37.80
2016-07-04,5388,73.00,69.14,3.854448,息,69.10,76.00,62.30
2016-07-04,6278,27.70,26.20,1.500000,息,26.20,28.80,23.60
2016-07-04,6505,90.00,86.00,4.000000,息,86.00,94.60,77.40
2016-07-04,8081,72.00,67.00,5.000000,息,67.00,73.70,60.30
2016-07-04,9188,4.25,4.10,0.143640,息,4.10,4.51,3.69
2016-07-04,9931,32.20,31.20,1.000000,息,31.20,34.30,28.10
2016-07-04,9943,54.50,50.50,4.000000,息,50.50,55.50,45.45
