date,stock_id,pre_close,ref_price,value,kind,open_base
2023-07-19,00929,16.57,16.46,0.110000,息,16.46
2023-07-19,1256,318.00,311.50,6.500000,息,311.50
2023-07-19,1525,102.00,99.90,2.100000,息,99.90
2023-07-19,1535,62.00,59.00,3.000000,息,59.00
2023-07-19,1615,39.90,38.40,1.500000,息,38.40
2023-07-19,1735,17.00,16.50,0.500000,息,16.50
2023-07-19,2009,31.20,30.80,0.400000,息,30.80
2023-07-19,2374,20.85,20.40,0.450000,息,20.40
2023-07-19,2704,52.40,51.90,0.500000,息,51.90
2023-07-19,3022,88.30,84.80,3.500000,息,84.80
2023-07-19,3024,16.15,15.93,0.220000,息,15.95
2023-07-19,3046,74.70,72.73,1.964002,權息,73.20
2023-07-19,4576,70.90,69.90,1.000000,息,69.90
2023-07-19,5469,50.20,47.80,2.400000,息,47.80
2023-07-19,5471,51.00,48.50,2.500000,息,48.50
2023-07-19,6112,67.90,65.90,2.000000,息,65.90
2023-07-19,6191,50.80,48.17,2.620837,息,48.15
2023-07-19,6206,71.80,66.30,5.500000,息,66.30
2023-07-19,6442,77.60,75.50,2.100000,息,75.50
2023-07-19,6449,55.60,53.30,2.300000,息,53.30
2023-07-19,8464,343.00,332.00,11.000000,息,332.00
2023-07-19,8499,102.50,100.50,2.000000,息,100.50
2023-07-19,9919,18.75,18.60,0.150000,息,18.60
2023-07-19,9930,54.00,51.50,2.500000,息,51.50
2023-07-19,9943,90.30,87.00,3.300000,息,87.00
