date,stock_id,pre_close,ref_price,value,kind,open_base
2026-07-21,0050,99.20,98.60,0.600000,息,98.60
2026-07-21,0056,49.95,48.60,1.350000,息,48.60
2026-07-21,006203,181.00,179.75,1.250000,息,179.75
2026-07-21,00929,27.94,27.56,0.380000,息,27.56
2026-07-21,00991A,16.50,15.73,0.770000,息,15.73
2026-07-21,1233,29.00,28.80,0.200000,息,28.80
2026-07-21,1529,20.40,18.17,2.226990,權息,18.95
2026-07-21,1535,50.30,47.30,3.000000,息,47.30
2026-07-21,1615,46.55,43.61,2.936139,權息,43.60
2026-07-21,1726,80.20,76.50,3.700000,息,76.50
2026-07-21,2355,42.55,41.54,1.000377,息,41.55
2026-07-21,2704,45.30,44.80,0.500000,息,44.80
2026-07-21,2885,62.90,61.10,1.800000,息,61.10
2026-07-21,2887,35.15,33.81,1.338119,權息,33.80
2026-07-21,5269,1470.00,1424.62,45.376699,息,1425.00
2026-07-21,6719,218.00,213.40,4.598343,息,213.50
2026-07-21,8215,24.45,24.15,0.300000,息,24.15
2026-07-21,9926,50.80,48.70,2.100000,息,48.70
